"Date","Location","Distributed","Distributed_Janssen","Distributed_Moderna","Distributed_Pfizer","Distributed_Unk_Manuf","Dist_Per_100K","Administered","Administered_Janssen","Administered_Moderna","Administered_Pfizer","Administered_Unk_Manuf","Admin_Per_100K","Recip_Administered","Administered_Dose1_Recip","Administered_Dose1_Pop_Pct","Series_Complete_Yes","Series_Complete_Pop_Pct","Series_Complete_Janssen","Series_Complete_Moderna","Series_Complete_Pfizer","Series_Complete_Unk_Manuf","Additional_Doses","Additional_Doses_Vax_Pct","Additional_Doses_Moderna","Additional_Doses_Pfizer","Additional_Doses_Janssen","Additional_Doses_Unk_Manuf"
2020-12-31,"OK",208050,0,0,0,0,5258,46609,0,8321,38288,0,1178,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"WI",187100,0,0,0,0,3213,55441,0,11361,44079,1,952,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"HI",65250,0,0,0,0,4608,24992,0,5867,19125,0,1765,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"NJ",403975,0,0,0,0,4548,78838,0,24684,54153,1,888,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"MN",251650,0,0,0,0,4462,61399,0,3864,57518,17,1089,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"SD",47975,0,0,0,0,5423,21154,0,10519,10635,0,2391,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"NV",115275,0,0,0,0,3743,25645,0,6502,19143,0,833,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"MD",260400,0,0,0,0,4307,50312,0,17320,32984,8,832,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"MI",411275,0,0,0,0,4118,68398,0,9788,58610,0,685,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"IL",478975,0,0,0,0,3780,148860,0,31689,117166,5,1175,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"AZ",298150,0,0,0,0,4096,43667,0,7811,35853,3,600,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"VT",34900,0,0,0,0,5593,12241,0,4326,7914,1,1962,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"GA",407425,0,0,0,0,3837,75157,0,20241,54892,24,708,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"PA",471500,0,0,0,0,3683,143381,0,36320,107061,0,1120,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"CA",1566700,0,0,0,0,3965,333373,0,42310,291063,0,844,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"NE",105900,0,0,0,0,5475,27487,0,10556,16924,7,1421,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"MS",110750,0,0,0,0,3721,16950,0,6388,10497,65,570,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"MO",287600,0,0,0,0,4686,79047,0,14308,64733,6,1288,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"ID",68900,0,0,0,0,3855,13614,0,2512,11097,5,762,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"CO",277375,0,0,0,0,4817,82694,0,30301,52393,0,1436,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"CT",145150,0,0,0,0,4071,68040,0,36821,31219,0,1908,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"TN",302950,0,0,0,0,4436,87338,0,27626,59703,9,1279,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"NH",59900,0,0,0,0,4405,25364,0,14153,11211,0,1865,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"MT",46150,0,0,0,0,4318,17511,0,7158,10346,7,1638,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"RI",58750,0,0,0,0,5546,13166,0,2064,11102,0,1243,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"KY",174750,0,0,0,0,3911,52296,0,29234,23061,1,1171,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"AR",144225,0,0,0,0,4779,33802,0,4858,28943,1,1120,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"NY",842025,0,0,0,0,4328,198125,0,64721,133394,10,1018,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"MA",339350,0,0,0,0,4923,76211,0,21233,54969,9,1106,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"TX",1122725,0,0,0,0,3872,518000,0,218650,299350,0,1786,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"AK",54975,0,0,0,0,7515,14550,0,1341,13205,4,1989,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"LA",187350,0,0,0,0,4030,44351,0,4062,40288,1,954,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"IN",353025,0,0,0,0,5244,74351,0,3772,70579,0,1104,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"SC",156125,0,0,0,0,3032,50258,0,940,49309,9,976,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"IA",132850,0,0,0,0,4211,45589,0,28423,17166,0,1445,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"VA",431975,0,0,0,0,5061,79421,0,27359,52061,1,930,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"OR",192450,0,0,0,0,4563,31386,0,8098,23285,3,744,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"NM",88700,0,0,0,0,4230,30528,0,3758,26768,2,1456,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"OH",466500,0,0,0,0,3991,94126,0,57060,37062,4,805,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"KS",141950,0,0,0,0,4872,13708,0,3773,9935,0,471,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"ND",35450,0,0,0,0,4652,15958,0,7377,8581,0,2094,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"AL",153025,0,0,0,0,3121,26711,0,8169,18542,0,545,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"WY",28125,0,0,0,0,4860,4763,0,838,3923,2,823,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"ME",65750,0,0,0,0,4891,23345,0,10593,12751,1,1737,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"WV",103375,0,0,0,0,5768,52837,0,16772,36065,0,2948,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"FL",889875,0,0,0,0,4143,213031,0,86741,126275,15,992,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2020-12-31,"UT",143950,0,0,0,0,4490,24295,0,6370,17925,0,758,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"AK",54975,0,0,0,0,7515,16504,0,2175,14323,6,2256,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"WA",312100,0,0,0,0,4099,73297,0,14367,58913,17,963,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"MT",46150,0,0,0,0,4318,20894,0,9897,10979,18,1955,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"AL",153025,0,0,0,0,3121,36188,0,11964,24224,0,738,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"IL",478975,0,0,0,0,3780,164473,0,40163,124292,18,1298,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"NM",88700,0,0,0,0,4230,36306,0,5246,31057,3,1731,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"WI",187100,0,0,0,0,3213,61656,0,13676,47979,1,1059,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"FL",889875,0,0,0,0,4143,237809,0,104492,133296,21,1107,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"SC",156125,0,0,0,0,3032,51196,0,1463,49723,10,994,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"KY",174750,0,0,0,0,3911,56498,0,32198,24299,1,1265,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"ME",65750,0,0,0,0,4891,27105,0,13167,13937,1,2016,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"CA",1566700,0,0,0,0,3965,374497,0,60934,313563,0,948,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"CO",277375,0,0,0,0,4817,94751,0,39020,55731,0,1645,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"WV",103375,0,0,0,0,5768,53143,0,17065,36078,0,2965,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"IA",132850,0,0,0,0,4211,51112,0,32344,18768,0,1620,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"TX",1122725,0,0,0,0,3872,523266,0,221764,301502,0,1805,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"HI",65250,0,0,0,0,4608,25040,0,5867,19173,0,1769,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"LA",187350,0,0,0,0,4030,46687,0,5425,41261,1,1004,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"MS",110750,0,0,0,0,3721,19670,0,8355,11250,65,661,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"GA",407425,0,0,0,0,3837,75157,0,20241,54892,24,708,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"NY",843000,0,0,0,0,4333,228499,0,82248,146240,11,1175,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"TN",302950,0,0,0,0,4436,112336,0,40829,71490,17,1645,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"DE",50775,0,0,0,0,5214,11066,0,2505,8560,1,1136,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"OK",208050,0,0,0,0,5258,52527,0,12612,39915,0,1327,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"CT",145150,0,0,0,0,4071,68070,0,36851,31219,0,1909,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"MI",411275,0,0,0,0,4118,83548,0,14197,69351,0,837,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"NE",105900,0,0,0,0,5475,27487,0,10556,16924,7,1421,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"UT",143950,0,0,0,0,4490,31272,0,10878,20394,0,975,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"PA",471500,0,0,0,0,3683,154002,0,42117,111885,0,1203,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"RI",58750,0,0,0,0,5546,18829,0,6821,12008,0,1777,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"NJ",403975,0,0,0,0,4548,92179,0,34162,58016,1,1038,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"VT",34900,0,0,0,0,5593,14799,0,5699,9099,1,2372,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"KS",141950,0,0,0,0,4872,15779,0,5711,10068,0,542,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"AZ",298150,0,0,0,0,4096,52652,0,12196,40451,5,723,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"WY",28125,0,0,0,0,4860,6856,0,2427,4427,2,1185,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"OH",466500,0,0,0,0,3991,119464,0,78429,41028,7,1022,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"NV",115275,0,0,0,0,3743,29394,0,9705,19689,0,954,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"OR",192450,0,0,0,0,4563,38703,0,12059,26639,5,918,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"MA",339350,0,0,0,0,4923,88076,0,31040,57027,9,1278,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"MN",251650,0,0,0,0,4462,74225,0,6741,67463,21,1316,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"SD",47975,0,0,0,0,5423,25864,0,13093,12771,0,2924,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"ID",68900,0,0,0,0,3855,15798,0,3623,12169,6,884,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"NC",420775,0,0,0,0,4012,98947,0,24360,74550,37,943,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"MD",260400,0,0,0,0,4307,57628,0,22606,35013,9,953,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"NH",59900,0,0,0,0,4405,25564,0,14153,11411,0,1880,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"AR",144225,0,0,0,0,4779,37537,0,7036,30500,1,1244,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"VA",431975,0,0,0,0,5061,90163,0,33425,56737,1,1056,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"ND",35450,0,0,0,0,4652,19266,0,10107,9159,0,2528,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"IN",353025,0,0,0,0,5244,85751,0,6910,78839,2,1274,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-01,"MO",287600,0,0,0,0,4686,79047,0,14308,64733,6,1288,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"IN",353025,0,0,0,0,5244,85751,0,6910,78839,2,1274,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"WA",312100,0,0,0,0,4099,82464,0,19282,63165,17,1083,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"NJ",403975,0,0,0,0,4548,94767,0,35651,59115,1,1067,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"CO",277375,0,0,0,0,4817,104559,0,44920,59639,0,1816,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"KS",141950,0,0,0,0,4872,19636,0,8914,10722,0,674,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"OR",192450,0,0,0,0,4563,44420,0,15122,29292,6,1053,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"WI",187100,0,0,0,0,3213,64657,0,15961,48695,1,1110,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"MN",251650,0,0,0,0,4462,82476,0,10526,71929,21,1462,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"NM",88700,0,0,0,0,4230,40185,0,6692,33490,3,1916,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"LA",187350,0,0,0,0,4030,46687,0,5425,41261,1,1004,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"NV",115275,0,0,0,0,3743,32942,0,12501,20441,0,1069,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"DE",50775,0,0,0,0,5214,11066,0,2505,8560,1,1136,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"IL",478975,0,0,0,0,3780,164782,0,40163,124601,18,1300,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"IA",132850,0,0,0,0,4211,53191,0,32839,20352,0,1686,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"UT",143950,0,0,0,0,4490,44565,0,18433,26132,0,1390,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"HI",65250,0,0,0,0,4608,25309,0,5867,19442,0,1788,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"AL",153025,0,0,0,0,3121,39237,0,13950,25287,0,800,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"MA",339350,0,0,0,0,4923,88076,0,31040,57027,9,1278,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"OK",208050,0,0,0,0,5258,60709,0,18405,42304,0,1534,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"NY",843000,0,0,0,0,4333,236941,0,85918,151012,11,1218,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"AZ",298150,0,0,0,0,4096,59099,0,14724,44370,5,812,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"ME",65750,0,0,0,0,4891,30849,0,15819,15029,1,2295,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"MD",260400,0,0,0,0,4307,59890,0,23427,36454,9,991,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"GA",407425,0,0,0,0,3837,75157,0,20241,54892,24,708,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"TN",302950,0,0,0,0,4436,122215,0,43374,78823,18,1790,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"WY",28125,0,0,0,0,4860,7556,0,3022,4532,2,1306,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"ND",35450,0,0,0,0,4652,21171,0,11520,9651,0,2778,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"MT",46150,0,0,0,0,4318,22928,0,11848,11062,18,2145,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"PA",471500,0,0,0,0,3683,155983,0,42685,113298,0,1218,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"RI",58750,0,0,0,0,5546,18829,0,6821,12008,0,1777,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"FL",889875,0,0,0,0,4143,246587,0,106781,139785,21,1148,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"OH",466500,0,0,0,0,3991,152178,0,101934,50235,9,1302,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"MS",110750,0,0,0,0,3721,21150,0,9544,11541,65,711,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"MO",287600,0,0,0,0,4686,86768,0,16317,70445,6,1414,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"CA",1566700,0,0,0,0,3965,412076,0,80007,332069,0,1043,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"VT",34900,0,0,0,0,5593,15478,0,6185,9292,1,2480,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"AR",144225,0,0,0,0,4779,39215,0,8288,30926,1,1299,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"SC",156125,0,0,0,0,3032,52607,0,1470,51126,11,1022,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"CT",145150,0,0,0,0,4071,75245,0,40434,34811,0,2110,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"NH",59900,0,0,0,0,4405,27189,0,15562,11627,0,2000,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"NE",105900,0,0,0,0,5475,34066,0,15571,18481,14,1761,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"NC",420775,0,0,0,0,4012,102399,0,26919,75435,45,976,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"WV",103375,0,0,0,0,5768,55005,0,18086,36919,0,3069,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"ID",68900,0,0,0,0,3855,18171,0,5001,13162,8,1017,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"AK",54975,0,0,0,0,7515,18401,0,3006,15386,9,2515,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"MI",411275,0,0,0,0,4118,90453,0,16015,74438,0,906,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"SD",47975,0,0,0,0,5423,27799,0,14062,13737,0,3142,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"VA",431975,0,0,0,0,5061,94520,0,37782,56737,1,1107,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"KY",174750,0,0,0,0,3911,59780,0,32297,27482,1,1338,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-02,"TX",1122725,0,0,0,0,3872,546658,0,235539,311119,0,1885,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"FL",889875,0,0,0,0,4143,259364,0,112950,146393,21,1208,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"AR",144225,0,0,0,0,4779,40879,0,9623,31255,1,1355,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"WV",103375,0,0,0,0,5768,55238,0,18286,36952,0,3082,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"NJ",403975,0,0,0,0,4548,98818,0,36655,62162,1,1113,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"MT",46150,0,0,0,0,4318,23019,0,11896,11105,18,2154,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"MD",260400,0,0,0,0,4307,63606,0,25526,38071,9,1052,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"SD",47975,0,0,0,0,5423,28076,0,14116,13960,0,3174,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"ME",65750,0,0,0,0,4891,30849,0,15819,15029,1,2295,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"ND",35450,0,0,0,0,4652,22061,0,11809,10252,0,2895,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"CA",1566700,0,0,0,0,3965,433546,0,87899,345647,0,1097,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"CT",145150,0,0,0,0,4071,77242,0,42424,34818,0,2167,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"MN",251650,0,0,0,0,4462,82476,0,10526,71929,21,1462,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"OK",208050,0,0,0,0,5258,62083,0,19358,42725,0,1569,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"PA",471500,0,0,0,0,3683,159890,0,44367,115523,0,1249,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"VT",34900,0,0,0,0,5593,15576,0,6226,9349,1,2496,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"NY",843000,0,0,0,0,4333,266044,0,89431,176602,11,1368,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"WA",312100,0,0,0,0,4099,84975,0,20766,64191,18,1116,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"CO",277375,0,0,0,0,4817,106355,0,45978,60377,0,1847,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"IN",353025,0,0,0,0,5244,91167,0,9389,81775,3,1354,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"AZ",298150,0,0,0,0,4096,60779,0,16396,44378,5,835,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"NH",59900,0,0,0,0,4405,28074,0,15583,12491,0,2065,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"NM",88700,0,0,0,0,4230,40723,0,6902,33818,3,1942,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"IL",478975,0,0,0,0,3780,170973,0,41976,128979,18,1349,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"ID",68900,0,0,0,0,3855,18535,0,5361,13166,8,1037,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"NE",105900,0,0,0,0,5475,35644,0,16219,19411,14,1843,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"TX",1122725,0,0,0,0,3872,560930,0,244490,316440,0,1935,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"HI",65250,0,0,0,0,4608,25352,0,5867,19485,0,1791,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"AL",153025,0,0,0,0,3121,39446,0,14037,25409,0,804,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"MO",287600,0,0,0,0,4686,89565,0,17662,71897,6,1459,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"DE",50775,0,0,0,0,5214,12892,0,3193,9698,1,1324,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"MS",110750,0,0,0,0,3721,21564,0,9896,11603,65,725,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"TN",302950,0,0,0,0,4436,125370,0,44520,80832,18,1836,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"WY",28125,0,0,0,0,4860,7556,0,3022,4532,2,1306,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"GA",407425,0,0,0,0,3837,75157,0,20241,54892,24,708,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"AK",54975,0,0,0,0,7515,18684,0,3108,15567,9,2554,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"IA",132850,0,0,0,0,4211,54880,0,33310,21570,0,1739,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"LA",187350,0,0,0,0,4030,49589,0,7640,41948,1,1067,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"WI",187100,0,0,0,0,3213,66974,0,16124,50849,1,1150,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"KS",141950,0,0,0,0,4872,19819,0,9090,10729,0,680,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"KY",174750,0,0,0,0,3911,60663,0,32663,27999,1,1358,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"MI",411275,0,0,0,0,4118,92145,0,16586,75559,0,923,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"MA",339350,0,0,0,0,4923,110279,0,43228,67042,9,1600,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
2021-01-03,"OH",466500,0,0,0,0,3991,159869,0,105610,54250,9,1368,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
