"submission_date","state","tot_cases","new_case","tot_death","new_death"
2020-12-14,"NC",447045,4182,6615,57
2020-12-14,"MD",239362,2401,5490,52
2020-12-14,"NV",189412,2579,2548,9
2020-12-14,"NH",31875,919,604,1
2020-12-14,"MT",73303,0,818,0
2020-12-14,"WI",471285,2329,4352,13
2020-12-14,"CA",1585044,33278,21088,93
2020-12-14,"WA",210296,2079,2918,39
2020-12-14,"IN",430410,4967,6818,35
2020-12-14,"SC",259173,2699,4742,12
2020-12-14,"RI",74042,528,1656,30
2020-12-14,"MN",381841,3018,4521,18
2020-12-14,"AZ",420549,11809,7358,1
2020-12-14,"WV",64394,1177,978,10
2020-12-14,"AR",187057,1355,2990,45
2020-12-14,"FL",1122644,9395,21410,102
2020-12-14,"TX",1482141,9430,27183,221
2020-12-14,"GA",546558,3720,10104,28
2020-12-14,"MA",294231,3653,11542,53
2020-12-14,"HI",19125,187,272,0
2020-12-14,"PA",508011,8091,12620,55
2020-12-14,"NM",121299,1499,1895,19
2020-12-14,"OH",570602,7875,7551,59
2020-12-14,"CO",307633,3003,3969,11
2020-12-14,"OK",263990,1876,3690,33
2020-12-14,"AK",40604,406,259,2
2020-12-14,"UT",235872,1968,1062,7
2020-12-14,"KS",190018,4724,2109,37
2020-12-14,"NY",426123,6015,10901,67
2020-12-14,"IA",257332,973,3273,60
2020-12-14,"SD",91354,316,1259,0
2020-12-14,"TN",453468,11188,5462,62
2020-12-14,"ID",122217,1038,1194,19
2020-12-14,"MO",391522,5441,5987,64
2020-12-14,"NE",148849,756,1418,45
2020-12-14,"VT",5498,94,103,1
2020-12-14,"ND",88393,326,1170,13
2020-12-14,"DE",47513,718,816,0
2020-12-14,"CT",153992,7231,5444,81
2020-12-14,"AL",298589,3834,6063,64
2020-12-14,"IL",856118,7214,15455,116
2020-12-14,"MS",186621,2649,4938,51
2020-12-14,"MI",542890,3951,12008,126
2020-12-14,"ME",16744,410,265,6
2020-12-14,"KY",230441,1766,3891,51
2020-12-14,"WY",39775,415,321,0
2020-12-14,"LA",269643,1030,6845,27
2020-12-14,"NJ",445605,5536,17775,24
2020-12-14,"VA",288309,3160,4470,56
2020-12-14,"OR",95010,1157,1161,6
2020-12-15,"CT",155462,1470,5466,22
2020-12-15,"WA",212047,1751,2953,35
2020-12-15,"MO",395706,4184,6042,55
2020-12-15,"MS",188846,2225,4982,44
2020-12-15,"CA",1617370,32326,21178,90
2020-12-15,"NV",191732,2320,2596,48
2020-12-15,"NC",452532,5487,6696,81
2020-12-15,"VT",5567,69,109,6
2020-12-15,"IN",434663,4253,6946,128
2020-12-15,"DE",48359,846,833,17
2020-12-15,"NE",150496,1647,1438,20
2020-12-15,"NJ",450212,4607,17872,97
2020-12-15,"KY",233548,3107,3938,47
2020-12-15,"SC",261677,2504,4748,6
2020-12-15,"OR",96092,1082,1213,52
2020-12-15,"VA",292240,3931,4508,38
2020-12-15,"FL",1133955,11311,21525,115
2020-12-15,"HI",19177,52,272,0
2020-12-15,"GA",553995,7437,10160,56
2020-12-15,"TX",1500538,18397,27402,219
2020-12-15,"CO",309651,2018,4085,116
2020-12-15,"AK",40876,272,262,3
2020-12-15,"UT",237787,1915,1077,15
2020-12-15,"SD",91699,345,1261,2
2020-12-15,"PA",517931,9920,12890,270
2020-12-15,"IA",258599,1267,3340,67
2020-12-15,"TN",461371,7903,5541,79
2020-12-15,"MA",298160,3929,11587,45
2020-12-15,"KS",190018,0,2109,0
2020-12-15,"AR",189198,2141,3016,26
2020-12-15,"OK",268427,4437,3736,46
2020-12-15,"WV",65708,1314,1012,34
2020-12-15,"NY",432330,6207,11004,103
2020-12-15,"NM",122557,1258,1922,27
2020-12-15,"OH",579357,8755,7654,103
2020-12-15,"MD",241767,2405,5539,49
2020-12-15,"NH",32545,670,604,0
2020-12-15,"AL",302618,4029,6120,57
2020-12-15,"MI",546513,3623,12126,118
2020-12-15,"WI",475340,4055,4408,56
2020-12-15,"ND",88395,2,1170,0
2020-12-15,"ID",124019,1802,1214,20
2020-12-15,"ME",17295,551,267,2
2020-12-15,"MT",74040,737,826,8
2020-12-15,"IL",863477,7359,15587,132
2020-12-15,"RI",75172,1130,1671,15
2020-12-15,"LA",272276,2633,6895,50
2020-12-15,"MN",384164,2323,4542,21
2020-12-15,"WY",40064,289,328,7
2020-12-15,"AZ",424686,4137,7422,64
2020-12-16,"MT",74644,604,836,10
2020-12-16,"MD",243984,2217,5593,54
2020-12-16,"NV",194098,2366,2653,57
2020-12-16,"CT",157781,2319,5506,40
2020-12-16,"WI",478162,2822,4493,85
2020-12-16,"CA",1671081,53711,21410,232
2020-12-16,"NE",151902,1406,1448,10
2020-12-16,"ND",89063,668,1204,34
2020-12-16,"NC",458699,6167,6764,68
2020-12-16,"MI",549913,3400,12249,123
2020-12-16,"RI",76213,1041,1687,16
2020-12-16,"WY",40310,246,328,0
2020-12-16,"VA",296093,3853,4553,45
2020-12-16,"SC",264870,3193,4792,44
2020-12-16,"OR",97622,1530,1262,49
2020-12-16,"GA",560619,6624,10228,68
2020-12-16,"UT",240715,2928,1096,19
2020-12-16,"KS",194569,4551,2253,144
2020-12-16,"CO",312625,2974,4156,71
2020-12-16,"HI",19281,104,276,4
2020-12-16,"IA",260779,2180,3354,14
2020-12-16,"PA",528142,10211,13168,278
2020-12-16,"TN",473160,11789,5615,74
2020-12-16,"SD",92603,904,1300,39
2020-12-16,"NM",124357,1800,1963,41
2020-12-16,"AR",191504,2306,3074,58
2020-12-16,"AK",41487,611,263,1
2020-12-16,"FL",1146794,12839,21631,106
2020-12-16,"OK",272175,3748,3783,47
2020-12-16,"TX",1519340,18802,27616,214
2020-12-16,"WV",66849,1141,1039,27
2020-12-16,"MA",304112,5952,11637,50
2020-12-16,"NY",438797,6467,11085,81
2020-12-16,"OH",584766,5409,7777,123
2020-12-16,"IN",440883,6220,7078,132
2020-12-16,"NH",33433,888,625,21
2020-12-16,"MO",399594,3888,6090,48
2020-12-16,"IL",870600,7123,15777,190
2020-12-16,"AL",306794,4176,6192,72
2020-12-16,"VT",5641,74,111,2
2020-12-16,"ID",125452,1433,1231,17
2020-12-16,"ME",17904,609,277,10
2020-12-16,"DE",49237,878,833,0
2020-12-16,"MS",191002,2156,5013,31
2020-12-16,"WA",213649,1602,3042,89
2020-12-16,"LA",275545,3269,6933,38
2020-12-16,"AZ",429526,4840,7530,108
2020-12-16,"MN",386412,2248,4634,92
2020-12-16,"KY",236452,2904,3992,54
2020-12-16,"NJ",456529,6317,18003,131
2020-12-17,"ID",126878,1426,1259,28
2020-12-17,"ME",18341,437,281,4
2020-12-17,"CA",1723362,52281,21817,407
2020-12-17,"WI",482443,4281,4561,68
2020-12-17,"MO",403360,3766,6144,54
2020-12-17,"IN",447235,6352,7158,80
2020-12-17,"NV",196379,2281,2673,20
2020-12-17,"NC",465996,7297,6848,84
2020-12-17,"WA",216628,2979,3117,75
2020-12-17,"ND",89557,494,1225,21
2020-12-17,"KY",239861,3409,4054,62
2020-12-17,"OR",98936,1314,1283,21
2020-12-17,"LA",279321,3776,6964,31
2020-12-17,"NJ",461335,4806,18080,77
2020-12-17,"SC",267819,2949,4835,43
2020-12-17,"KS",194569,0,2253,0
2020-12-17,"AK",41847,360,265,2
2020-12-17,"MA",309247,5135,11693,56
2020-12-17,"FL",1159708,12914,21746,115
2020-12-17,"CO",316250,3625,4226,70
2020-12-17,"WV",68485,1636,1071,32
2020-12-17,"TX",1539189,19849,27851,235
2020-12-17,"GA",568396,7777,10294,66
2020-12-17,"NM",126045,1688,2011,48
2020-12-17,"TN",482461,9301,5668,53
2020-12-17,"NY",446084,7287,11176,91
2020-12-17,"OK",275979,3804,3845,62
2020-12-17,"UT",243918,3203,1126,30
2020-12-17,"HI",19417,136,278,2
2020-12-17,"AR",194543,3039,3112,38
2020-12-17,"SD",93197,594,1301,1
2020-12-17,"IA",262558,1779,3451,97
2020-12-17,"OH",596178,11412,7894,117
2020-12-17,"PA",537851,9709,13392,224
2020-12-17,"IL",879428,8828,15985,208
2020-12-17,"MS",193085,2083,5049,36
2020-12-17,"MD",246553,2569,5638,45
2020-12-17,"MI",552843,2930,12388,139
2020-12-17,"CT",160102,2321,5552,46
2020-12-17,"DE",49592,355,845,12
2020-12-17,"AL",312075,5281,6243,51
2020-12-17,"MT",75483,839,849,13
2020-12-17,"NE",153338,1436,1453,5
2020-12-17,"NH",34264,831,629,4
2020-12-17,"VT",5782,141,112,1
2020-12-17,"RI",77349,1136,1706,19
2020-12-17,"MN",389171,2759,4717,83
2020-12-17,"WY",40593,283,351,23
2020-12-17,"VA",299389,3296,4599,46
2020-12-17,"AZ",435346,5820,7677,147
2020-12-18,"VT",5872,90,112,0
2020-12-18,"NV",199257,2878,2708,35
2020-12-18,"MS",195239,2154,5084,35
2020-12-18,"WI",486364,3921,4632,71
2020-12-18,"ME",18742,401,292,11
2020-12-18,"WA",220304,3676,3104,-13
2020-12-18,"DE",50639,1047,854,9
2020-12-18,"CT",162782,2680,5581,29
2020-12-18,"AL",316212,4137,6302,59
2020-12-18,"ID",128218,1340,1275,16
2020-12-18,"NH",34960,696,638,9
2020-12-18,"MO",406930,3570,6208,64
2020-12-18,"IN",453196,5961,7242,84
2020-12-18,"NJ",465901,4566,18124,44
2020-12-18,"OR",100308,1372,1304,21
2020-12-18,"VA",302972,3583,4643,44
2020-12-18,"AK",42334,487,266,1
2020-12-18,"OK",279890,3911,3892,47
2020-12-18,"HI",19539,122,279,1
2020-12-18,"MA",314926,5679,11750,57
2020-12-18,"CO",319532,3282,4259,33
2020-12-18,"WV",69751,1266,1091,20
2020-12-18,"NY",454282,8198,11267,91
2020-12-18,"PA",547168,9317,13608,216
2020-12-18,"NM",127500,1455,2042,31
2020-12-18,"TX",1555981,16792,28096,245
2020-12-18,"UT",246562,2644,1140,14
2020-12-18,"KS",200426,5857,2341,88
2020-12-18,"AR",197421,2878,3133,21
2020-12-18,"GA",576537,8141,10332,38
2020-12-18,"FL",1171090,11382,21861,115
2020-12-18,"OH",605862,9684,7967,73
2020-12-18,"TN",492600,10139,5845,177
2020-12-18,"SD",93772,575,1329,28
2020-12-18,"IA",264758,2200,3451,0
2020-12-18,"MI",555870,3027,12513,125
2020-12-18,"MT",75992,509,854,5
2020-12-18,"MD",248754,2201,5696,58
2020-12-18,"CA",1764374,41012,22080,263
2020-12-18,"ND",89788,231,1231,6
2020-12-18,"NE",154709,1371,1470,17
2020-12-18,"NC",473785,7789,6916,68
2020-12-18,"IL",886805,7377,16206,221
2020-12-18,"MN",391889,2718,4782,65
2020-12-18,"AZ",442984,7638,7819,142
2020-12-18,"KY",243678,3817,4108,54
2020-12-18,"LA",282434,3113,6994,30
2020-12-18,"WY",41359,766,351,0
2020-12-18,"SC",272262,4443,4863,28
2020-12-18,"RI",77743,394,1723,17
2020-12-19,"IL",894367,7562,16326,120
2020-12-19,"WA",222614,2310,3104,0
2020-12-19,"NE",155570,861,1475,5
2020-12-19,"VT",5961,89,116,4
2020-12-19,"MI",557977,2107,12620,107
2020-12-19,"NV",201858,2601,2751,43
2020-12-19,"CT",162782,0,5581,0
2020-12-19,"ME",18949,207,292,0
2020-12-19,"IN",457940,4744,7314,72
2020-12-19,"MO",408862,1932,6257,49
2020-12-19,"AL",318687,2475,6362,60
2020-12-19,"WI",490679,4315,4722,90
2020-12-19,"RI",78666,923,1738,15
2020-12-19,"SC",275914,3652,4885,22
2020-12-19,"WY",41488,129,351,0
2020-12-19,"MN",394635,2746,4839,57
2020-12-19,"NJ",470652,4751,18173,49
2020-12-19,"OR",101814,1506,1340,36
2020-12-19,"AZ",448547,5563,7937,118
2020-12-19,"KY",246405,2727,4166,58
2020-12-19,"GA",582300,5763,10381,49
2020-12-19,"KS",200426,0,2341,0
2020-12-19,"AR",200114,2693,3191,58
2020-12-19,"MA",319270,4344,11810,60
2020-12-19,"AK",42659,325,267,1
2020-12-19,"WV",71215,1464,1122,31
2020-12-19,"OH",614429,8567,8031,64
2020-12-19,"IA",266236,1478,3533,82
2020-12-19,"NY",460856,6574,11366,99
2020-12-19,"NM",128930,1430,2068,26
2020-12-19,"UT",248970,2408,1148,8
2020-12-19,"FL",1179238,8148,21953,92
2020-12-19,"OK",283569,3679,3940,48
2020-12-19,"TX",1573888,17907,28318,222
2020-12-19,"CO",321897,2365,4339,80
2020-12-19,"HI",19691,152,279,0
2020-12-19,"SD",94336,564,1350,21
2020-12-19,"TN",500856,8256,5960,115
2020-12-19,"PA",557426,10258,13825,217
2020-12-19,"NC",480250,6465,6990,74
2020-12-19,"NH",35609,649,650,12
2020-12-19,"ND",90039,251,1231,0
2020-12-19,"MD",250808,2054,5747,51
2020-12-19,"ID",129069,851,1275,0
2020-12-19,"MS",197211,1972,5116,32
2020-12-19,"MT",76619,627,864,10
2020-12-19,"DE",51140,501,858,4
2020-12-19,"CA",1807982,43608,22346,266
2020-12-19,"VA",306848,3876,4650,7
2020-12-19,"LA",282434,0,6994,0
2020-12-20,"CT",162782,0,5581,0
2020-12-20,"NE",156281,711,1486,11
2020-12-20,"MI",559824,1847,12738,118
2020-12-20,"NH",36542,933,656,6
2020-12-20,"NC",485927,5677,7054,64
2020-12-20,"MS",198310,1099,5141,25
2020-12-20,"VT",6049,88,118,2
2020-12-20,"CA",1854456,46474,22571,225
2020-12-20,"WY",41662,174,351,0
2020-12-20,"KY",248247,1842,4225,59
2020-12-20,"SC",279241,3327,4925,40
2020-12-20,"NJ",476340,5688,18194,21
2020-12-20,"CO",324174,2277,4368,29
2020-12-20,"TX",1581668,7780,28550,232
2020-12-20,"HI",19893,202,280,1
2020-12-20,"FL",1189926,10688,22084,131
2020-12-20,"AR",201650,1536,3237,46
2020-12-20,"OH",622806,8377,8047,16
2020-12-20,"NM",129993,1063,2082,14
2020-12-20,"GA",587918,5618,10383,2
2020-12-20,"WV",72342,1127,1128,6
2020-12-20,"MA",323531,4261,11869,59
2020-12-20,"UT",250964,1994,1155,7
2020-12-20,"AK",42839,180,268,1
2020-12-20,"OK",285784,2215,3986,46
2020-12-20,"KS",200426,0,2341,0
2020-12-20,"IA",267249,1013,3589,56
2020-12-20,"TN",507916,7060,6017,57
2020-12-20,"PA",563891,6465,13924,99
2020-12-20,"SD",94727,391,1361,11
2020-12-20,"NY",467569,6713,11467,101
2020-12-20,"ND",90121,82,1233,2
2020-12-20,"MT",77170,551,865,1
2020-12-20,"WA",224687,2073,3104,0
2020-12-20,"MO",410688,1826,6305,48
2020-12-20,"NV",203945,2087,2781,30
2020-12-20,"MD",253073,2265,5777,30
2020-12-20,"IL",900370,6003,16407,81
2020-12-20,"AL",321221,2534,6425,63
2020-12-20,"ID",129960,891,1280,5
2020-12-20,"IN",464435,6495,7379,65
2020-12-20,"WI",492724,2045,4743,21
2020-12-20,"DE",51618,478,862,4
2020-12-20,"ME",19287,338,294,2
2020-12-20,"MN",397319,2684,4909,70
2020-12-20,"LA",286145,3711,7042,48
2020-12-20,"RI",79743,1077,1758,20
2020-12-20,"AZ",453916,5369,7971,34
2020-12-20,"OR",102930,1116,1341,1
2020-12-20,"VA",310889,4041,4654,4
2020-12-21,"WI",494353,1629,4751,8
2020-12-21,"DE",52211,593,871,9
2020-12-21,"MS",200470,2160,5193,52
2020-12-21,"AL",326157,4936,6491,66
2020-12-21,"WA",226486,1799,3106,2
2020-12-21,"MD",255397,2324,5827,50
2020-12-21,"VT",6145,96,119,1
2020-12-21,"MO",415751,5063,6369,64
2020-12-21,"CA",1892348,37892,22715,144
2020-12-21,"NC",490690,4763,7118,64
2020-12-21,"NE",157085,804,1511,25
2020-12-21,"OR",103755,825,1347,6
2020-12-21,"AZ",461667,7751,7972,1
2020-12-21,"VA",314482,3593,4705,51
2020-12-21,"LA",287261,1116,7107,65
2020-12-21,"TX",1591948,10280,28782,232
2020-12-21,"UT",252783,1819,1161,6
2020-12-21,"AK",42987,148,269,1
2020-12-21,"CO",326200,2026,4378,10
2020-12-21,"NY",473238,5669,11559,92
2020-12-21,"OH",629354,6548,8122,75
2020-12-21,"PA",571650,7759,13981,57
2020-12-21,"NM",130808,815,2091,9
2020-12-21,"IA",268127,878,3589,0
2020-12-21,"TN",517889,9973,6071,54
2020-12-21,"KS",204600,4174,2448,107
2020-12-21,"WV",73337,995,1129,1
2020-12-21,"AR",203107,1457,3295,58
2020-12-21,"OK",288006,2222,4030,44
2020-12-21,"HI",20025,132,280,0
2020-12-21,"FL",1200105,10179,22211,127
2020-12-21,"MA",327374,3843,11921,52
2020-12-21,"GA",591438,3520,10399,16
2020-12-21,"SD",95074,347,1381,20
2020-12-21,"IL",905069,4699,16527,120
2020-12-21,"NV",205884,1939,2787,6
2020-12-21,"CT",167377,4595,5676,95
2020-12-21,"ME",19285,-2,293,-1
2020-12-21,"ND",90453,332,1238,5
2020-12-21,"MI",563086,3262,12864,126
2020-12-21,"IN",468312,3877,7413,34
2020-12-21,"MT",77324,154,881,16
2020-12-21,"ID",130877,917,1301,21
2020-12-21,"NH",37388,846,656,0
2020-12-21,"KY",250130,1883,4292,67
2020-12-21,"MN",399311,1992,4931,22
2020-12-21,"RI",80181,438,1772,14
2020-12-21,"WY",42118,456,351,0
2020-12-21,"NJ",480216,3876,18223,29
2020-12-21,"SC",281827,2586,4952,27
2020-12-22,"MS",202693,2223,5230,37
2020-12-22,"CT",168960,1583,5703,27
2020-12-22,"CA",1925007,32659,22826,111
2020-12-22,"WA",228029,1543,3131,25
2020-12-22,"NH",38008,620,656,0
2020-12-22,"IL",911308,6239,16671,144
2020-12-22,"VT",6212,67,125,6
2020-12-22,"DE",52841,630,872,1
2020-12-22,"IN",471981,3669,7556,143
2020-12-22,"ME",20491,1206,312,19
2020-12-22,"ND",90723,270,1243,5
2020-12-22,"MD",257862,2465,5876,49
2020-12-22,"RI",81117,936,1783,11
2020-12-22,"MN",401011,1700,4955,24
2020-12-22,"NJ",485445,5229,18326,103
2020-12-22,"VA",319133,4651,4760,55
2020-12-22,"UT",255085,2302,1173,12
2020-12-22,"HI",20089,64,280,0
2020-12-22,"AR",205048,1941,3338,43
2020-12-22,"IA",269210,1083,3653,64
2020-12-22,"SD",95509,435,1381,0
2020-12-22,"OK",292848,4842,4081,51
2020-12-22,"WV",74737,1400,1171,42
2020-12-22,"FL",1211213,11108,22338,127
2020-12-22,"KS",204600,0,2448,0
2020-12-22,"TX",1613095,21147,29019,237
2020-12-22,"MA",331174,3800,11994,73
2020-12-22,"CO",328360,2160,4369,-9
2020-12-22,"GA",600517,9079,10463,64
2020-12-22,"AK",43424,437,269,0
2020-12-22,"TN",523703,5814,6136,65
2020-12-22,"PA",579995,8345,14212,231
2020-12-22,"OH",637032,7678,8252,130
2020-12-22,"NY",479498,6260,11679,120
2020-12-22,"NM",132075,1267,2112,21
2020-12-22,"MT",77947,623,895,14
2020-12-22,"NV",206974,1090,2825,38
2020-12-22,"NE",158465,1380,1521,10
2020-12-22,"MI",565805,2719,12957,93
2020-12-22,"ID",132594,1717,1313,12
2020-12-22,"MO",419610,3859,6427,58
2020-12-22,"NC",496174,5484,7193,75
2020-12-22,"AL",330756,4599,6557,66
2020-12-22,"WI",497380,3027,4879,128
2020-12-22,"LA",290960,3699,7158,51
2020-12-22,"WY",42379,261,373,22
2020-12-22,"AZ",467540,5873,8125,153
2020-12-22,"SC",284319,2492,4967,15
2020-12-22,"KY",253246,3116,4350,58
2020-12-22,"OR",105073,1318,1382,35
2020-12-23,"MD",260728,2866,5918,42
2020-12-23,"ID",133985,1391,1324,11
2020-12-23,"NH",38512,504,677,21
2020-12-23,"MT",78522,575,914,19
2020-12-23,"WA",230290,2261,3162,31
2020-12-23,"WI",500443,3063,4953,74
2020-12-23,"MO",423296,3686,6478,51
2020-12-23,"DE",53647,806,872,0
2020-12-23,"AL",334740,3984,6637,80
2020-12-23,"IN",476655,4674,7620,64
2020-12-23,"ND",90948,225,1260,17
2020-12-23,"WY",42664,285,373,0
2020-12-23,"VA",323915,4782,4791,31
2020-12-23,"KY",256130,2884,4410,60
2020-12-23,"SC",288633,4314,5020,53
2020-12-23,"AZ",473601,6061,8179,54
2020-12-23,"MN",402519,1508,5030,75
2020-12-23,"RI",82036,919,1801,18
2020-12-23,"GA",608290,7773,10519,56
2020-12-23,"HI",20184,95,283,3
2020-12-23,"AK",43786,362,270,1
2020-12-23,"CO",330943,2583,4462,93
2020-12-23,"OK",296452,3604,4127,46
2020-12-23,"MA",335988,4814,12044,50
2020-12-23,"WV",75936,1199,1194,23
2020-12-23,"TN",530603,6900,6269,133
2020-12-23,"IA",271308,2098,3668,15
2020-12-23,"SD",96040,531,1389,8
2020-12-23,"FL",1224026,12813,22448,110
2020-12-23,"KS",209689,5089,2507,59
2020-12-23,"AR",207941,2893,3376,38
2020-12-23,"TX",1636458,23363,29260,241
2020-12-23,"UT",257697,2612,1196,23
2020-12-23,"PA",589844,9849,14442,230
2020-12-23,"NM",133242,1167,2151,39
2020-12-23,"NY",487062,7564,11812,133
2020-12-23,"OH",644822,7790,8361,109
2020-12-23,"MI",568634,2829,13067,110
2020-12-23,"NC",503121,6947,7271,78
2020-12-23,"NV",209962,2988,2871,46
2020-12-23,"CT",170705,1745,5736,33
2020-12-23,"MS",205159,2466,5266,36
2020-12-23,"NE",159787,1322,1561,40
2020-12-23,"IL",918070,6762,16842,171
2020-12-23,"ME",21226,735,318,6
2020-12-23,"CA",1964076,39069,23097,271
2020-12-23,"VT",6276,64,128,3
2020-12-23,"NJ",490882,5437,18466,140
2020-12-23,"OR",105970,897,1403,21
2020-12-23,"LA",293934,2974,7226,68
2020-12-24,"IN",482863,6208,7705,85
2020-12-24,"CA",1998115,34039,23384,287
2020-12-24,"ME",21226,0,317,-1
2020-12-24,"WI",503706,3263,5019,66
2020-12-24,"NV",212211,2249,2916,45
2020-12-24,"ID",135233,1248,1349,25
2020-12-24,"MS",206712,1553,5299,33
2020-12-24,"MO",425547,2251,6512,34
2020-12-24,"NH",38902,390,690,13
2020-12-24,"IL",925107,7037,16960,118
2020-12-24,"NE",160496,709,1568,7
2020-12-24,"OR",106821,851,1415,12
2020-12-24,"MN",404403,1884,5109,79
2020-12-24,"SC",291801,3168,5035,15
2020-12-24,"HI",20309,125,283,0
2020-12-24,"WV",77239,1303,1228,34
2020-12-24,"OK",300273,3821,4176,49
2020-12-24,"FL",1234631,10605,22561,113
2020-12-24,"TX",1653522,17064,29496,236
2020-12-24,"AR",211145,3204,3406,30
2020-12-24,"AK",44057,271,270,0
2020-12-24,"GA",618576,10286,10582,63
2020-12-24,"TN",536686,6083,6380,111
2020-12-24,"IA",272839,1531,3739,71
2020-12-24,"NY",494968,7906,11912,100
2020-12-24,"CO",333502,2559,4550,88
2020-12-24,"UT",260589,2892,1204,8
2020-12-24,"KS",209689,0,2507,0
2020-12-24,"MA",341925,5937,12125,81
2020-12-24,"OH",653650,8828,8456,95
2020-12-24,"PA",598585,8741,14718,276
2020-12-24,"NM",135166,1924,2180,29
2020-12-24,"SD",96546,506,1430,41
2020-12-24,"WA",233184,2894,3184,22
2020-12-24,"MD",263160,2432,5961,43
2020-12-24,"AL",338287,3547,6698,61
2020-12-24,"MI",570566,1932,13166,99
2020-12-24,"VT",6372,96,129,1
2020-12-24,"DE",54295,648,888,16
2020-12-24,"CT",172743,2038,5791,55
2020-12-24,"NC",510147,7026,7337,66
2020-12-24,"MT",78929,407,916,2
2020-12-24,"ND",91222,274,1264,4
2020-12-24,"AZ",474328,727,8294,115
2020-12-24,"LA",296499,2565,7272,46
2020-12-24,"KY",258867,2737,4484,74
2020-12-24,"VA",327993,4078,4820,29
2020-12-24,"WY",42664,0,373,0
2020-12-24,"RI",82982,946,1811,10
2020-12-24,"NJ",496140,5258,18544,78
2020-12-25,"MI",571919,1353,13266,100
2020-12-25,"WA",235667,2483,3184,0
2020-12-25,"NV",214064,1853,2943,27
2020-12-25,"DE",55126,831,891,3
2020-12-25,"WI",505345,1639,5025,6
2020-12-25,"AL",339352,1065,6754,56
2020-12-25,"NE",161178,682,1558,-10
2020-12-25,"CT",172743,0,5791,0
2020-12-25,"IN",488321,5458,7744,39
2020-12-25,"MO",426100,553,6560,48
2020-12-25,"VT",6466,94,131,2
2020-12-25,"ND",91355,133,1264,0
2020-12-25,"SC",296375,4574,5112,77
2020-12-25,"WY",42664,0,373,0
2020-12-25,"RI",83871,889,1827,16
2020-12-25,"VA",329577,1584,4840,20
2020-12-25,"MN",404403,0,5109,0
2020-12-25,"LA",296499,0,7272,0
2020-12-25,"TX",1657857,4335,29718,222
2020-12-25,"FL",1240547,5916,22674,113
2020-12-25,"CO",336289,2787,4586,36
2020-12-25,"HI",20428,119,283,0
2020-12-25,"KS",209689,0,2507,0
2020-12-25,"WV",78836,1597,1247,19
2020-12-25,"AK",44206,149,270,0
2020-12-25,"PA",605626,7041,14857,139
2020-12-25,"NY",503243,8275,12000,88
2020-12-25,"OH",653650,0,8456,0
2020-12-25,"MA",341925,0,12192,67
2020-12-25,"GA",624630,6054,10631,49
2020-12-25,"OK",302990,2717,4224,48
2020-12-25,"UT",260589,0,1204,0
2020-12-25,"AR",213267,2122,3438,32
2020-12-25,"NM",136622,1456,2215,35
2020-12-25,"TN",543325,6639,6431,51
2020-12-25,"SD",96546,0,1430,0
2020-12-25,"IA",274013,1174,3744,5
2020-12-25,"IL",930849,5742,17154,194
2020-12-25,"NH",38902,0,690,0
2020-12-25,"ME",21547,321,319,2
2020-12-25,"ID",135233,0,1349,0
2020-12-25,"MD",265440,2280,5996,35
2020-12-25,"NC",515620,5473,7413,76
2020-12-25,"MT",78929,0,916,0
2020-12-25,"MS",207703,991,5325,26
2020-12-25,"CA",2042290,44175,23724,340
2020-12-25,"KY",260705,1838,4526,42
2020-12-25,"AZ",487269,12941,8409,115
2020-12-25,"NJ",501543,5403,18595,51
2020-12-25,"OR",107718,897,1422,7
2020-12-26,"CT",172743,0,5791,0
2020-12-26,"WA",236673,1006,3184,0
2020-12-26,"NH",39933,1031,701,11
2020-12-26,"AL",341676,2324,6825,71
2020-12-26,"MD",267198,1758,6048,52
2020-12-26,"VT",6543,77,136,5
2020-12-26,"IN",492174,3853,7775,31
2020-12-26,"ND",91465,110,1266,2
2020-12-26,"MT",79433,504,919,3
2020-12-26,"IL",934142,3293,17224,70
2020-12-26,"NC",519669,4049,7487,74
2020-12-26,"ID",135787,554,1354,5
2020-12-26,"DE",55719,593,895,4
2020-12-26,"WY",43146,482,373,0
2020-12-26,"RI",84121,250,1848,21
2020-12-26,"VA",333576,3999,4854,14
2020-12-26,"LA",296499,0,7272,0
2020-12-26,"OR",108326,608,1422,0
2020-12-26,"OK",304507,1517,4271,47
2020-12-26,"AR",213969,702,3441,3
2020-12-26,"KS",209689,0,2507,0
2020-12-26,"AK",44394,188,271,1
2020-12-26,"GA",628788,4158,10685,54
2020-12-26,"NY",510100,6857,12091,91
2020-12-26,"PA",612913,7287,14883,26
2020-12-26,"IA",274406,393,3744,0
2020-12-26,"MA",349602,7677,12254,62
2020-12-26,"WV",80177,1341,1253,6
2020-12-26,"TX",1660551,2694,29948,230
2020-12-26,"CO",337585,1296,4592,6
2020-12-26,"HI",20537,109,283,0
2020-12-26,"FL",1247581,7034,22807,133
2020-12-26,"UT",264078,3489,1212,8
2020-12-26,"NM",137226,604,2224,9
2020-12-26,"TN",549943,6618,6436,5
2020-12-26,"SD",96963,417,1446,16
2020-12-26,"OH",664668,11018,8476,20
2020-12-26,"NE",161351,173,1559,1
2020-12-26,"MS",209522,1819,5358,33
2020-12-26,"ME",21881,334,325,6
2020-12-26,"MO",428681,2581,6615,55
2020-12-26,"WI",506022,677,5029,4
2020-12-26,"MI",574465,2546,13365,99
2020-12-26,"NV",215653,1589,2944,1
2020-12-26,"CA",2072665,30375,23902,178
